,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
5,Leticia_2511,l_selecao_v1_wav/L_109A.wav,1.07944,1.94403,0.96035,s,1.0038,L_109,foco,S_CE
8,Leticia_2511,l_selecao_v1_wav/L_94A.wav,0.65257,0.71876,0.758215,s,1.21395,L_94,foco,A_EC
10,Leticia_2511,l_selecao_v1_wav/L_49A.wav,1.128935,0.40926,0.683385,s,0.772675,L_49,foco,S_CE
12,Leticia_2511,l_selecao_v1_wav/L_77A.wav,0.72254,0.433905,0.443615,s,0.802755,L_77,foco,C
13,Leticia_2511,l_selecao_v1_wav/L_29A.wav,0.922965,0.653115,0.778515,s,1.23339,L_29,foco,C
14,Leticia_2511,l_selecao_v1_wav/L_99A.wav,2.66385,1.088275,0.93643,n,0.73656,L_99,foco,A_CE
16,Leticia_2511,l_selecao_v1_wav/L_39A.wav,0.70351,0.770665,0.85241,n,0.636485,L_39,foco,A_CE
18,Leticia_2511,l_selecao_v1_wav/L_58A.wav,0.746655,0.51113,0.471035,n,0.602495,L_58,foco,A_EC
21,Leticia_2511,l_selecao_v1_wav/L_104A.wav,0.939695,0.32021,0.77041,s,0.419315,L_104,foco,S_EC
22,Leticia_2511,l_selecao_v1_wav/L_120A.wav,0.61906,0.40362,384,s,0.60667,L_120,foco,E
25,Leticia_2511,l_selecao_v1_wav/L_34A.wav,0.67011,1.825305,0.65194,n,0.51104,L_34,foco,A_EC
27,Leticia_2511,l_selecao_v1_wav/L_7A.wav,1.18244,0.41072,0.480685,s,0.38138,L_7,foco,S_CE
32,Leticia_2511,l_selecao_v1_wav/L_24A.wav,0.46924,0.297045,0.385225,s,0.64265,L_24,foco,E
35,Leticia_2511,l_selecao_v1_wav/L_86A.wav,0.75258,0.356005,0.521785,s,0.75379,L_86,foco,S_EC
37,Leticia_2511,l_selecao_v1_wav/L_2A.wav,0.73659,0.39422,0.9537,s,0.50256,L_2,foco,S_EC
42,Leticia_2511,l_selecao_v1_wav/L_141A.wav,0.33953,0.47536,0.71988,n,0.61822,L_141,foco,A_CE
5,Gabi_1412,l_selecao_v1_wav/L_111A.wav,0.806175,1.93388,0.609415,n,3.1575,L_111,foco,A_CE
8,Gabi_1412,l_selecao_v1_wav/L_96A.wav,0.285045,0.64491,0.67588,n,1.09003,L_96,foco,E
10,Gabi_1412,l_selecao_v1_wav/L_51A.wav,0.303595,0.70201,1.97766,n,0.648105,L_51,foco,A_CE
12,Gabi_1412,l_selecao_v1_wav/L_73A.wav,0.30896,0.84631,0.907895,n,1.864055,L_73,foco,S_CE
13,Gabi_1412,l_selecao_v1_wav/L_25A.wav,0.148015,0.744995,0.77046,n,3.926585,L_25,foco,S_CE
14,Gabi_1412,l_selecao_v1_wav/L_101A.wav,0.402535,0.219315,0.42048,s,2.43228,L_101,foco,C
16,Gabi_1412,l_selecao_v1_wav/L_41A.wav,0.507955,0.70207,0.30879,n,1.15181,L_41,foco,C
18,Gabi_1412,l_selecao_v1_wav/L_60A.wav,0.05875,1.22806,0.02557,n,0.86624,L_60,foco,E
21,Gabi_1412,l_selecao_v1_wav/L_106A.wav,0.20122,0.1429,0.392765,s,0.70902,L_106,foco,A_EC
22,Gabi_1412,l_selecao_v1_wav/L_116A.wav,0.225785,0.62021,0.54494,s,0.6346,L_116,foco,S_EC
25,Gabi_1412,l_selecao_v1_wav/L_36A.wav,0.454685,0.700495,0.152005,n,0.755945,L_36,foco,E
27,Gabi_1412,l_selecao_v1_wav/L_9A.wav,0.62797,0.03917,0.347295,n,0.58128,L_9,foco,A_CE
32,Gabi_1412,l_selecao_v1_wav/L_20A.wav,0.53804,0.36205,0.3111,s,0.638215,L_20,foco,S_EC
35,Gabi_1412,l_selecao_v1_wav/L_88A.wav,0.7601,0.35144,0.46357,s,0.846425,L_88,foco,A_EC
37,Gabi_1412,l_selecao_v1_wav/L_4A.wav,0.50242,0.3626,0.58394,s,3.36178,L_4,foco,A_EC
42,Gabi_1412,l_selecao_v1_wav/L_143A.wav,0.38244,0.624145,0.602385,n,0.38084,L_143,foco,C
5,Gabriel_1412,l_selecao_v1_wav/L_111A.wav,673,1709,1708,n,746,L_111,foco,A_CE
8,Gabriel_1412,l_selecao_v1_wav/L_96A.wav,542,446,943,n,3176,L_96,foco,E
10,Gabriel_1412,l_selecao_v1_wav/L_51A.wav,2174,1909,1413,s,4425,L_51,foco,A_CE
12,Gabriel_1412,l_selecao_v1_wav/L_73A.wav,778,1091,2325,n,1709,L_73,foco,S_CE
13,Gabriel_1412,l_selecao_v1_wav/L_25A.wav,1859,627,524,n,2.56,L_25,foco,S_CE
14,Gabriel_1412,l_selecao_v1_wav/L_101A.wav,893,443,178,s,1794,L_101,foco,C
16,Gabriel_1412,l_selecao_v1_wav/L_41A.wav,876,908,1274,s,3576,L_41,foco,C
18,Gabriel_1412,l_selecao_v1_wav/L_60A.wav,758,1008,424,n,1824,L_60,foco,E
21,Gabriel_1412,l_selecao_v1_wav/L_106A.wav,925,0.38,877,s,1.38,L_106,foco,A_EC
22,Gabriel_1412,l_selecao_v1_wav/L_116A.wav,0.71,727,2942,s,1359,L_116,foco,S_EC
25,Gabriel_1412,l_selecao_v1_wav/L_36A.wav,2226,514,377,n,5715,L_36,foco,E
27,Gabriel_1412,l_selecao_v1_wav/L_9A.wav,1131,511,3411,s,2.36,L_9,foco,A_CE
32,Gabriel_1412,l_selecao_v1_wav/L_20A.wav,1944,1776,1813,s,3331,L_20,foco,S_EC
35,Gabriel_1412,l_selecao_v1_wav/L_88A.wav,1043,158,758,s,2.31,L_88,foco,A_EC
37,Gabriel_1412,l_selecao_v1_wav/L_4A.wav,992,108,1292,s,1757,L_4,foco,A_EC
42,Gabriel_1412,l_selecao_v1_wav/L_143A.wav,1109,1075,442,s,1547,L_143,foco,C
5,Nayara_01dez,l_selecao_v1_wav/L_113A.wav,0.673605,0.702335,0.68409,s,0.83628,L_113,foco,C
8,Nayara_01dez,l_selecao_v1_wav/L_92A.wav,0.404265,0.701845,2.08434,n,2.784585,L_92,foco,S_EC
10,Nayara_01dez,l_selecao_v1_wav/L_53A.wav,1.5747,0.6001,0.88387,s,1.057315,L_53,foco,C
12,Nayara_01dez,l_selecao_v1_wav/L_75A.wav,1.022595,0.72847,2.18049,n,0.67702,L_75,foco,A_CE
13,Nayara_01dez,l_selecao_v1_wav/L_27A.wav,0.784505,0.717465,1.35049,n,817,L_27,foco,A_CE
14,Nayara_01dez,l_selecao_v1_wav/L_97A.wav,0.450915,0.867395,1.26683,n,0.66764,L_97,foco,S_CE
16,Nayara_01dez,l_selecao_v1_wav/L_37A.wav,1.08547,0.75341,1.571265,n,1.06048,L_37,foco,S_CE
18,Nayara_01dez,l_selecao_v1_wav/L_56A.wav,0.73398,0.6454,1.65816,s,1.103415,L_56,foco,S_EC
21,Nayara_01dez,l_selecao_v1_wav/L_108A.wav,0.80064,0.58471,0.85794,n,1.42504,L_108,foco,E
22,Nayara_01dez,l_selecao_v1_wav/L_118A.wav,1.341995,0.503035,1.06244,s,2.43218,L_118,foco,A_EC
25,Nayara_01dez,l_selecao_v1_wav/L_32A.wav,0.516265,0.419695,0.87251,s,3.03214,L_32,foco,S_EC
27,Nayara_01dez,l_selecao_v1_wav/L_11A.wav,0.554345,1.188125,0.99632,s,3.18926,L_11,foco,C
32,Nayara_01dez,l_selecao_v1_wav/L_22A.wav,0.52579,0.666305,0.78548,s,0.63793,L_22,foco,A_EC
35,Nayara_01dez,l_selecao_v1_wav/L_90A.wav,0.65599,0.63087,0.799975,n,0.86296,L_90,foco,E
37,Nayara_01dez,l_selecao_v1_wav/L_6A.wav,0.28813,0.510485,0.907795,n,3.87935,L_6,foco,E
42,Nayara_01dez,l_selecao_v1_wav/L_139A.wav,0.423625,0.292835,0.91479,n,0.635165,L_139,foco,S_CE
5,thais_0112,l_selecao_v1_wav/L_113A.wav,0.6518,0.323285,0.887365,s,1.17059,L_113,foco,C
8,thais_0112,l_selecao_v1_wav/L_92A.wav,1.77262,0.621165,0.89101,s,0.925545,L_92,foco,S_EC
10,thais_0112,l_selecao_v1_wav/L_53A.wav,0.92245,0.6536,0.937795,s,2.405165,L_53,foco,C
12,thais_0112,l_selecao_v1_wav/L_75A.wav,2.145875,1.976255,1.48797,n,5.853055,L_75,foco,A_CE
13,thais_0112,l_selecao_v1_wav/L_27A.wav,2.289045,0.917705,1.036925,n,0.970765,L_27,foco,A_CE
14,thais_0112,l_selecao_v1_wav/L_97A.wav,0.65349,1.12329,0.936695,s,1.09285,L_97,foco,S_CE
16,thais_0112,l_selecao_v1_wav/L_37A.wav,0.72528,1.38824,1.83128,n,1.422775,L_37,foco,S_CE
18,thais_0112,l_selecao_v1_wav/L_56A.wav,1.773475,1.31494,1.13808,s,4.552265,L_56,foco,S_EC
21,thais_0112,l_selecao_v1_wav/L_108A.wav,0.65511,0.678845,0.825315,s,2.147575,L_108,foco,E
22,thais_0112,l_selecao_v1_wav/L_118A.wav,1.23757,0.71979,0.970755,n,1.003735,L_118,foco,A_EC
25,thais_0112,l_selecao_v1_wav/L_32A.wav,1.08755,0.7638,2.0068,s,1.201595,L_32,foco,S_EC
27,thais_0112,l_selecao_v1_wav/L_11A.wav,0.47386,0.68657,1.438555,s,1.29792,L_11,foco,C
32,thais_0112,l_selecao_v1_wav/L_22A.wav,0.987695,0.736515,0.673915,s,0.8856,L_22,foco,A_EC
35,thais_0112,l_selecao_v1_wav/L_90A.wav,0.635735,1.820885,1.12729,n,1.62153,L_90,foco,E
37,thais_0112,l_selecao_v1_wav/L_6A.wav,1.0209,0.820485,1.00674,s,1.37213,L_6,foco,E
42,thais_0112,l_selecao_v1_wav/L_139A.wav,0.77152,2.25781,1.570555,s,5.54354,L_139,foco,S_CE
5,Isabela_0812,l_selecao_v1_wav/L_111A.wav,0.751275,1.93552,0.823925,n,1.4359,L_111,foco,A_CE
8,Isabela_0812,l_selecao_v1_wav/L_96A.wav,1.41581,1.231765,1.238195,n,1.32718,L_96,foco,E
10,Isabela_0812,l_selecao_v1_wav/L_51A.wav,0.77255,1.80942,1.27735,n,1.55521,L_51,foco,A_CE
12,Isabela_0812,l_selecao_v1_wav/L_73A.wav,0.6588,1.66041,0.974675,s,3.636215,L_73,foco,S_CE
13,Isabela_0812,l_selecao_v1_wav/L_25A.wav,1.30778,1.127505,1.128265,s,3.014965,L_25,foco,S_CE
14,Isabela_0812,l_selecao_v1_wav/L_101A.wav,1.08921,0.913755,0.90553,s,0.897275,L_101,foco,C
16,Isabela_0812,l_selecao_v1_wav/L_41A.wav,1.088615,0.625915,0.762805,s,1.705135,L_41,foco,C
18,Isabela_0812,l_selecao_v1_wav/L_60A.wav,1.372415,1.431595,0.73637,n,1.727285,L_60,foco,E
21,Isabela_0812,l_selecao_v1_wav/L_106A.wav,1.180225,1.1567,1.23665,s,1.896845,L_106,foco,A_EC
22,Isabela_0812,l_selecao_v1_wav/L_116A.wav,1.787735,1.06176,0.99764,s,1.60059,L_116,foco,S_EC
25,Isabela_0812,l_selecao_v1_wav/L_36A.wav,1.302765,1.52037,0.69308,n,2.338955,L_36,foco,E
27,Isabela_0812,l_selecao_v1_wav/L_9A.wav,0.737045,0.809585,0.939485,n,1.432195,L_9,foco,A_CE
32,Isabela_0812,l_selecao_v1_wav/L_20A.wav,1.154465,1.84119,1.540345,n,0.83154,L_20,foco,S_EC
35,Isabela_0812,l_selecao_v1_wav/L_88A.wav,2.07484,1.343835,1.840515,s,1.605735,L_88,foco,A_EC
37,Isabela_0812,l_selecao_v1_wav/L_4A.wav,0.825565,1.68823,0.98699,s,1.78901,L_4,foco,A_EC
42,Isabela_0812,l_selecao_v1_wav/L_143A.wav,1.159195,1.47811,1.14706,n,1.474145,L_143,foco,C
5,gabriel_0112,l_selecao_v1_wav/L_112A.wav,0.62,406,705,n,8249,L_112,foco,A_EC
8,gabriel_0112,l_selecao_v1_wav/L_91A.wav,0.37,422,1999,n,519,L_91,foco,S_CE
10,gabriel_0112,l_selecao_v1_wav/L_52A.wav,1319,872,355,s,538,L_52,foco,A_EC
12,gabriel_0112,l_selecao_v1_wav/L_74A.wav,504,503,735,s,503,L_74,foco,S_EC
13,gabriel_0112,l_selecao_v1_wav/L_26A.wav,619,0.54,254,s,1318,L_26,foco,S_EC
14,gabriel_0112,l_selecao_v1_wav/L_102A.wav,769,502,472,n,506,L_102,foco,E
16,gabriel_0112,l_selecao_v1_wav/L_42A.wav,857,635,356,n,553,L_42,foco,E
18,gabriel_0112,l_selecao_v1_wav/L_55A.wav,604,437,0.42,n,0.72,L_55,foco,S_CE
21,gabriel_0112,l_selecao_v1_wav/L_107A.wav,0.82,401,969,s,2137,L_107,foco,C
22,gabriel_0112,l_selecao_v1_wav/L_117A.wav,702,205,851,n,0.49,L_117,foco,A_CE
25,gabriel_0112,l_selecao_v1_wav/L_31A.wav,868,288,557,n,733,L_31,foco,S_CE
27,gabriel_0112,l_selecao_v1_wav/L_10A.wav,551,499,755,s,685,L_10,foco,A_EC
32,gabriel_0112,l_selecao_v1_wav/L_21A.wav,769,0.09,453,n,787,L_21,foco,A_CE
35,gabriel_0112,l_selecao_v1_wav/L_89A.wav,668,268,371,s,1588,L_89,foco,C
37,gabriel_0112,l_selecao_v1_wav/L_5A.wav,688,637,569,s,1335,L_5,foco,C
42,gabriel_0112,l_selecao_v1_wav/L_144A.wav,685,306,574,n,455,L_144,foco,E
5,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_112A.wav,0.154585,0.267695,0.10149,s,0.485935,L_112,foco,A_EC
8,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_91A.wav,0.300285,0.1984,0.90074,n,0.571075,L_91,foco,S_CE
10,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_52A.wav,0.61843,0.450925,0.783415,s,0.3836,L_52,foco,A_EC
12,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_74A.wav,0.31232,0.279885,0.83811,s,0.40218,L_74,foco,S_EC
13,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_26A.wav,1.05251,0.355045,0.255035,s,0.40054,L_26,foco,S_EC
14,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_102A.wav,0.75308,0.78029,0.749695,n,0.448625,L_102,foco,E
16,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_42A.wav,0.4839,1.090845,0.363695,n,0.43189,L_42,foco,E
18,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_55A.wav,0.52157,0.366695,0.247585,n,0.436825,L_55,foco,S_CE
21,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_107A.wav,0.367305,0.66753,0.588265,s,0.9346,L_107,foco,C
22,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_117A.wav,0.316985,0.250075,0.695885,n,0.916455,L_117,foco,A_CE
25,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_31A.wav,0.846515,0.12026,0.13376,s,0.65287,L_31,foco,S_CE
27,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_10A.wav,0.20307,0.42143,0.15099,s,0.351035,L_10,foco,A_EC
32,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_21A.wav,0.487405,0.39945,0.581015,s,1.02988,L_21,foco,A_CE
35,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_89A.wav,0.829475,1.053565,0.72119,s,0.332985,L_89,foco,C
37,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_5A.wav,1.23451,0.88336,0.396215,s,0.40149,L_5,foco,C
42,fred_dragoon_lord_of_the_internet_0112,l_selecao_v1_wav/L_144A.wav,0.470235,0.818115,0.76909,n,0.381765,L_144,foco,E
5,jhen_2511,l_selecao_v1_wav/L_109A.wav,0.715265,0.868505,0.368945,n,1.722485,L_109,foco,S_CE
8,jhen_2511,l_selecao_v1_wav/L_94A.wav,0.751785,2.1872,0.969795,s,6.403015,L_94,foco,A_EC
10,jhen_2511,l_selecao_v1_wav/L_49A.wav,1.05249,1.283775,1.56823,s,6.29088,L_49,foco,S_CE
12,jhen_2511,l_selecao_v1_wav/L_77A.wav,1.084595,0.81662,0.715075,s,0.667115,L_77,foco,C
13,jhen_2511,l_selecao_v1_wav/L_29A.wav,0.74975,0.466485,0.48272,s,0.88716,L_29,foco,C
14,jhen_2511,l_selecao_v1_wav/L_99A.wav,0.68789,1.08269,0.885595,s,8.20961,L_99,foco,A_CE
16,jhen_2511,l_selecao_v1_wav/L_39A.wav,0.7666,1.636565,0.6042,s,2.112855,L_39,foco,A_CE
18,jhen_2511,l_selecao_v1_wav/L_58A.wav,15.68114,0.966035,0.871705,n,1.39169,L_58,foco,A_EC
21,jhen_2511,l_selecao_v1_wav/L_104A.wav,0.75758,0.249155,0.158075,s,0.571245,L_104,foco,S_EC
22,jhen_2511,l_selecao_v1_wav/L_120A.wav,0.35459,0.985155,0.286555,n,1.76012,L_120,foco,E
25,jhen_2511,l_selecao_v1_wav/L_34A.wav,0.60567,0.24633,0.733855,n,0.540095,L_34,foco,A_EC
27,jhen_2511,l_selecao_v1_wav/L_7A.wav,0.35242,1.11976,0.52902,s,4.45881,L_7,foco,S_CE
32,jhen_2511,l_selecao_v1_wav/L_24A.wav,0.952375,0.648885,0.535815,n,1.7928,L_24,foco,E
35,jhen_2511,l_selecao_v1_wav/L_86A.wav,0.518295,1.200145,1.23726,s,1.46871,L_86,foco,S_EC
37,jhen_2511,l_selecao_v1_wav/L_2A.wav,0.36855,0.702575,0.23562,s,1.033955,L_2,foco,S_EC
42,jhen_2511,l_selecao_v1_wav/L_141A.wav,0.588115,1.133305,1.66734,s,2.272935,L_141,foco,A_CE
5,Pedro_1412,l_selecao_v1_wav/L_111A.wav,1.239565,2.06637,3.219595,n,4.377025,L_111,foco,A_CE
8,Pedro_1412,l_selecao_v1_wav/L_96A.wav,1.483325,1.28941,2.98308,n,2.78409,L_96,foco,E
10,Pedro_1412,l_selecao_v1_wav/L_51A.wav,1.246595,1.72226,0.93693,n,4.137665,L_51,foco,A_CE
12,Pedro_1412,l_selecao_v1_wav/L_73A.wav,1.41836,1.47713,0.87751,n,7.418745,L_73,foco,S_CE
13,Pedro_1412,l_selecao_v1_wav/L_25A.wav,1.72738,2.858845,0.63683,n,7.5959,L_25,foco,S_CE
14,Pedro_1412,l_selecao_v1_wav/L_101A.wav,2.585115,2.48702,1.267225,s,1.538685,L_101,foco,C
16,Pedro_1412,l_selecao_v1_wav/L_41A.wav,1.31703,1.295035,1.11209,s,8.07681,L_41,foco,C
18,Pedro_1412,l_selecao_v1_wav/L_60A.wav,1.33443,2.33409,1.48501,n,2.48574,L_60,foco,E
21,Pedro_1412,l_selecao_v1_wav/L_106A.wav,1.26006,0.96352,1.023225,s,0.86775,L_106,foco,A_EC
22,Pedro_1412,l_selecao_v1_wav/L_116A.wav,0.99195,1.283395,0.931625,s,0.85071,L_116,foco,S_EC
25,Pedro_1412,l_selecao_v1_wav/L_36A.wav,0.900355,1.88455,0.98076,n,0.90527,L_36,foco,E
27,Pedro_1412,l_selecao_v1_wav/L_9A.wav,0.829145,1.383525,0.69105,n,0.73298,L_9,foco,A_CE
32,Pedro_1412,l_selecao_v1_wav/L_20A.wav,0.51227,0.68644,0.30661,s,0.367855,L_20,foco,S_EC
35,Pedro_1412,l_selecao_v1_wav/L_88A.wav,0.568655,1.05564,0.6482,s,0.817255,L_88,foco,A_EC
37,Pedro_1412,l_selecao_v1_wav/L_4A.wav,0.625705,1.01922,0.408865,s,0.47364,L_4,foco,A_EC
42,Pedro_1412,l_selecao_v1_wav/L_143A.wav,0.97589,0.442945,0.383425,s,0.440855,L_143,foco,C
5,Nicolli,l_selecao_v1_wav/L_112A.wav,1.43665,4.91634,3.587195,n,1.400195,L_112,foco,A_EC
8,Nicolli,l_selecao_v1_wav/L_91A.wav,0.637475,2.25649,1.49321,s,0.683865,L_91,foco,S_CE
10,Nicolli,l_selecao_v1_wav/L_52A.wav,0.80073,3.651155,1.59172,n,0.72615,L_52,foco,A_EC
12,Nicolli,l_selecao_v1_wav/L_74A.wav,1.62354,2.610385,1.003615,s,0.82109,L_74,foco,S_EC
13,Nicolli,l_selecao_v1_wav/L_26A.wav,0.63336,1.25323,1.38759,n,8.50805,L_26,foco,S_EC
14,Nicolli,l_selecao_v1_wav/L_102A.wav,0.850695,1.89341,0.37115,s,1.78442,L_102,foco,E
16,Nicolli,l_selecao_v1_wav/L_42A.wav,0.587425,0.468085,2.53726,n,1.377885,L_42,foco,E
18,Nicolli,l_selecao_v1_wav/L_55A.wav,0.402275,4.67751,1.65425,s,4.17669,L_55,foco,S_CE
21,Nicolli,l_selecao_v1_wav/L_107A.wav,0.668185,0.401475,0.253685,s,1.469445,L_107,foco,C
22,Nicolli,l_selecao_v1_wav/L_117A.wav,0.549845,1.2515,1.1014,n,2.518665,L_117,foco,A_CE
25,Nicolli,l_selecao_v1_wav/L_31A.wav,0.72337,0.83427,0.38758,s,3.149955,L_31,foco,S_CE
27,Nicolli,l_selecao_v1_wav/L_10A.wav,0.654965,0.786195,0.983495,s,7.07506,L_10,foco,A_EC
32,Nicolli,l_selecao_v1_wav/L_21A.wav,1.450085,0.51699,0.8815,n,0.50047,L_21,foco,A_CE
35,Nicolli,l_selecao_v1_wav/L_89A.wav,0.325185,0.36084,0.73359,s,1.63894,L_89,foco,C
37,Nicolli,l_selecao_v1_wav/L_5A.wav,0.470055,0.3933,0.32184,s,2.503495,L_5,foco,C
42,Nicolli,l_selecao_v1_wav/L_144A.wav,0.57871,1.035175,1.29039,n,2.717005,L_144,foco,E
5,SAMUEL_2511,l_selecao_v1_wav/L_110A.wav,0.4455,0.956465,0.72383,n,0.650785,L_110,foco,S_EC
8,SAMUEL_2511,l_selecao_v1_wav/L_95A.wav,0.501905,0.34609,0.20011,s,0.788545,L_95,foco,C
10,SAMUEL_2511,l_selecao_v1_wav/L_50A.wav,0.53715,0.461105,0.858745,n,2.18504,L_50,foco,S_EC
12,SAMUEL_2511,l_selecao_v1_wav/L_78A.wav,0.435325,0.52194,0.53429,n,0.86688,L_78,foco,E
13,SAMUEL_2511,l_selecao_v1_wav/L_30A.wav,0.33365,0.285245,0.109095,n,1.992295,L_30,foco,E
14,SAMUEL_2511,l_selecao_v1_wav/L_100A.wav,0.16858,0.374595,0.23739,n,3.786205,L_100,foco,A_EC
16,SAMUEL_2511,l_selecao_v1_wav/L_40A.wav,0.308525,0.412425,0.40243,s,4.43301,L_40,foco,A_EC
18,SAMUEL_2511,l_selecao_v1_wav/L_59A.wav,0.58585,0.424905,0.982945,s,1.30035,L_59,foco,C
21,SAMUEL_2511,l_selecao_v1_wav/L_105A.wav,0.54185,0.431195,0.58403,n,0.473245,L_105,foco,A_CE
22,SAMUEL_2511,l_selecao_v1_wav/L_115A.wav,0.23027,0.35572,0.58215,n,0.72499,L_115,foco,S_CE
25,SAMUEL_2511,l_selecao_v1_wav/L_35A.wav,0.496125,0.324855,0.294355,s,0.63929,L_35,foco,C
27,SAMUEL_2511,l_selecao_v1_wav/L_8A.wav,0.07162,0.258835,0.37897,s,0.335745,L_8,foco,S_EC
32,SAMUEL_2511,l_selecao_v1_wav/L_19A.wav,0.88414,1.31028,0.414065,n,0.484005,L_19,foco,S_CE
35,SAMUEL_2511,l_selecao_v1_wav/L_87A.wav,0.67003,0.394785,0.65234,n,3.309935,L_87,foco,A_CE
37,SAMUEL_2511,l_selecao_v1_wav/L_3A.wav,0.04258,0.069585,0.27431,n,0.30666,L_3,foco,A_CE
42,SAMUEL_2511,l_selecao_v1_wav/L_142A.wav,0.234085,0.58096,0.668685,s,0.469735,L_142,foco,A_EC
5,Thaiane_0112,l_selecao_v1_wav/L_113A.wav,1.188735,1.369545,0.91986,s,1.18721,L_113,foco,C
8,Thaiane_0112,l_selecao_v1_wav/L_92A.wav,1.0492,1.077845,0.803545,s,1.407485,L_92,foco,S_EC
10,Thaiane_0112,l_selecao_v1_wav/L_53A.wav,0.553845,0.60658,0.4701,s,1.403445,L_53,foco,C
12,Thaiane_0112,l_selecao_v1_wav/L_75A.wav,939,1.23795,0.851935,n,1.703295,L_75,foco,A_CE
13,Thaiane_0112,l_selecao_v1_wav/L_27A.wav,0.691035,0.649825,0.689835,n,2.497645,L_27,foco,A_CE
14,Thaiane_0112,l_selecao_v1_wav/L_97A.wav,1.21939,0.903445,1.4162,n,1.01621,L_97,foco,S_CE
16,Thaiane_0112,l_selecao_v1_wav/L_37A.wav,1.067715,0.65324,1.40445,n,0.65629,L_37,foco,S_CE
