,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
25,Isabela_2511,l_selecao_v1_wav/L_35A.wav,0.42833,0.386085,0.6885,s,4.193505,L_35,foco,C
27,Isabela_2511,l_selecao_v1_wav/L_8A.wav,2.14158,0.803195,0.700605,s,0.80694,L_8,foco,S_EC
32,Isabela_2511,l_selecao_v1_wav/L_19A.wav,0.708495,1.27853,2.00056,s,2.29303,L_19,foco,S_CE
35,Isabela_2511,l_selecao_v1_wav/L_87A.wav,1.399395,1.44443,1.255935,n,3.75802,L_87,foco,A_CE
37,Isabela_2511,l_selecao_v1_wav/L_3A.wav,0.444745,0.48368,1.400655,n,1.86616,L_3,foco,A_CE
42,Isabela_2511,l_selecao_v1_wav/L_142A.wav,1.23305,1.23346,1.6748,s,0.903685,L_142,foco,A_EC
5,Yuji_2911,l_selecao_v1_wav/L_109A.wav,1.477705,2.513215,1.803685,s,3.58631,L_109,foco,S_CE
8,Yuji_2911,l_selecao_v1_wav/L_94A.wav,1.298845,1.12918,0.63293,n,1.739155,L_94,foco,A_EC
10,Yuji_2911,l_selecao_v1_wav/L_49A.wav,1.70668,1.090755,0.372825,s,2.39197,L_49,foco,S_CE
12,Yuji_2911,l_selecao_v1_wav/L_77A.wav,0.90661,0.65948,0.46887,s,0.485635,L_77,foco,C
13,Yuji_2911,l_selecao_v1_wav/L_29A.wav,0.73232,0.58393,0.4772,s,2.46823,L_29,foco,C
14,Yuji_2911,l_selecao_v1_wav/L_99A.wav,0.66321,0.32272,0.767965,n,1.20783,L_99,foco,A_CE
16,Yuji_2911,l_selecao_v1_wav/L_39A.wav,0.802375,0.3351,0.491395,s,1.735395,L_39,foco,A_CE
18,Yuji_2911,l_selecao_v1_wav/L_58A.wav,0.661725,0.391885,0.51224,n,0.937855,L_58,foco,A_EC
21,Yuji_2911,l_selecao_v1_wav/L_104A.wav,0.50804,0.44115,0.994015,s,1.853205,L_104,foco,S_EC
22,Yuji_2911,l_selecao_v1_wav/L_120A.wav,0.73816,0.530195,1.45446,n,0.33764,L_120,foco,E
25,Yuji_2911,l_selecao_v1_wav/L_34A.wav,1.338025,0.43572,0.65712,n,0.443245,L_34,foco,A_EC
27,Yuji_2911,l_selecao_v1_wav/L_7A.wav,0.67264,0.190975,0.518465,s,2.21174,L_7,foco,S_CE
32,Yuji_2911,l_selecao_v1_wav/L_24A.wav,0.87112,0.46276,0.347855,n,7.658315,L_24,foco,E
35,Yuji_2911,l_selecao_v1_wav/L_86A.wav,0.835145,0.118835,0.05149,s,2.846505,L_86,foco,S_EC
37,Yuji_2911,l_selecao_v1_wav/L_2A.wav,0.45682,0.5695,0.542655,s,0.32432,L_2,foco,S_EC
42,Yuji_2911,l_selecao_v1_wav/L_141A.wav,0.21822,0.255045,0.242015,n,0.71942,L_141,foco,A_CE
5,Partici,l_selecao_v1_wav/L_109A.wav,0.308755,3.57453,1.341955,n,4.060925,L_109,foco,S_CE
8,Partici,l_selecao_v1_wav/L_94A.wav,0.742155,0.6075,0.82519,n,1.642315,L_94,foco,A_EC
10,Partici,l_selecao_v1_wav/L_49A.wav,1.32622,0.64236,0.64209,s,4.697355,L_49,foco,S_CE
12,Partici,l_selecao_v1_wav/L_77A.wav,0.66061,0.541425,0.994545,s,0.710155,L_77,foco,C
13,Partici,l_selecao_v1_wav/L_29A.wav,1.46457,0.25889,0.39165,s,0.75772,L_29,foco,C
14,Partici,l_selecao_v1_wav/L_99A.wav,0.396395,0.61229,0.824925,n,2.90793,L_99,foco,A_CE
16,Partici,l_selecao_v1_wav/L_39A.wav,0.724605,0.87463,0.925625,n,0.792905,L_39,foco,A_CE
18,Partici,l_selecao_v1_wav/L_58A.wav,0.30866,0.442565,0.90819,n,0.974625,L_58,foco,A_EC
21,Partici,l_selecao_v1_wav/L_104A.wav,2.1457,1.024845,0.725025,s,1.06783,L_104,foco,S_EC
22,Partici,l_selecao_v1_wav/L_120A.wav,1.22515,0.514655,0.84369,n,1.262825,L_120,foco,E
25,Partici,l_selecao_v1_wav/L_34A.wav,1.54136,0.8078,0.477805,s,1.40753,L_34,foco,A_EC
27,Partici,l_selecao_v1_wav/L_7A.wav,1.0592,0.645165,0.625595,n,1.107065,L_7,foco,S_CE
32,Partici,l_selecao_v1_wav/L_24A.wav,0.85873,0.9578,1.11495,n,0.848505,L_24,foco,E
35,Partici,l_selecao_v1_wav/L_86A.wav,0.72692,0.891705,1.25724,n,1.35904,L_86,foco,S_EC
37,Partici,l_selecao_v1_wav/L_2A.wav,1.341095,0.825165,1.22406,s,1.641505,L_2,foco,S_EC
42,Partici,l_selecao_v1_wav/L_141A.wav,0.67406,0.591615,1.25815,s,1.17629,L_141,foco,A_CE
5,Renato_0112,l_selecao_v1_wav/L_109A.wav,1.169295,1.5011,0.906545,n,1.835445,L_109,foco,S_CE
8,Renato_0112,l_selecao_v1_wav/L_94A.wav,0.444545,0.95402,0.902895,n,0.800695,L_94,foco,A_EC
10,Renato_0112,l_selecao_v1_wav/L_49A.wav,0.912495,1.66596,0.462165,s,0.708415,L_49,foco,S_CE
12,Renato_0112,l_selecao_v1_wav/L_77A.wav,0.99136,0.76262,0.65309,n,6.08908,L_77,foco,C
13,Renato_0112,l_selecao_v1_wav/L_29A.wav,1.751165,1.301705,0.52078,s,1.025145,L_29,foco,C
14,Renato_0112,l_selecao_v1_wav/L_99A.wav,0.674665,1.21434,0.167845,n,1.986155,L_99,foco,A_CE
16,Renato_0112,l_selecao_v1_wav/L_39A.wav,0.31058,0.500565,0.794845,s,3.01955,L_39,foco,A_CE
18,Renato_0112,l_selecao_v1_wav/L_58A.wav,19.223025,4.73768,0.913875,s,4.611645,L_58,foco,A_EC
21,Renato_0112,l_selecao_v1_wav/L_104A.wav,0.168545,1.143385,0.919795,n,1.005005,L_104,foco,S_EC
22,Renato_0112,l_selecao_v1_wav/L_120A.wav,1.842965,0.94692,0.54027,n,0.9764,L_120,foco,E
25,Renato_0112,l_selecao_v1_wav/L_34A.wav,0.85603,0.87253,0.439245,s,1.64026,L_34,foco,A_EC
27,Renato_0112,l_selecao_v1_wav/L_7A.wav,1.01451,1.145955,0.4523,n,0.49816,L_7,foco,S_CE
32,Renato_0112,l_selecao_v1_wav/L_24A.wav,0.59504,4.620555,4.30315,s,1.77347,L_24,foco,E
35,Renato_0112,l_selecao_v1_wav/L_86A.wav,0.55449,0.65644,0.63367,n,0.35413,L_86,foco,S_EC
37,Renato_0112,l_selecao_v1_wav/L_2A.wav,0.560335,0.30144,0.57105,n,1.40923,L_2,foco,S_EC
42,Renato_0112,l_selecao_v1_wav/L_141A.wav,0.31854,0.15629,0.02184,n,1.06934,L_141,foco,A_CE
5,nome_0112,l_selecao_v1_wav/L_113A.wav,487,0.24,618,s,1706,L_113,foco,C
8,nome_0112,l_selecao_v1_wav/L_92A.wav,337,334,354,s,1952,L_92,foco,S_EC
10,nome_0112,l_selecao_v1_wav/L_53A.wav,336,372,422,s,606,L_53,foco,C
12,nome_0112,l_selecao_v1_wav/L_75A.wav,839,1403,589,n,506,L_75,foco,A_CE
13,nome_0112,l_selecao_v1_wav/L_27A.wav,0.54,539,958,n,1853,L_27,foco,A_CE
14,nome_0112,l_selecao_v1_wav/L_97A.wav,435,0.37,506,n,1688,L_97,foco,S_CE
16,nome_0112,l_selecao_v1_wav/L_37A.wav,337,291,418,n,519,L_37,foco,S_CE
18,nome_0112,l_selecao_v1_wav/L_56A.wav,273,923,289,s,488,L_56,foco,S_EC
21,nome_0112,l_selecao_v1_wav/L_108A.wav,0.94,1125,638,n,723,L_108,foco,E
22,nome_0112,l_selecao_v1_wav/L_118A.wav,438,1054,538,s,1003,L_118,foco,A_EC
25,nome_0112,l_selecao_v1_wav/L_32A.wav,823,489,768,s,2172,L_32,foco,S_EC
27,nome_0112,l_selecao_v1_wav/L_11A.wav,1089,574,925,s,1089,L_11,foco,C
32,nome_0112,l_selecao_v1_wav/L_22A.wav,487,741,937,n,2742,L_22,foco,A_EC
35,nome_0112,l_selecao_v1_wav/L_90A.wav,337,289,558,n,1094,L_90,foco,E
37,nome_0112,l_selecao_v1_wav/L_6A.wav,539,538,1.02,n,1656,L_6,foco,E
42,nome_0112,l_selecao_v1_wav/L_139A.wav,355,0.39,508,n,323,L_139,foco,S_CE
5,Eric_0112,l_selecao_v1_wav/L_114A.wav,1.127025,0.60774,1.35741,n,0.987625,L_114,foco,E
8,Eric_0112,l_selecao_v1_wav/L_93A.wav,0.18708,2.929085,1.85038,n,3.234745,L_93,foco,A_CE
10,Eric_0112,l_selecao_v1_wav/L_54A.wav,0.45868,0.434075,0.769255,n,4.77792,L_54,foco,E
12,Eric_0112,l_selecao_v1_wav/L_76A.wav,0.33462,1.32161,2.05464,s,3.399275,L_76,foco,A_EC
13,Eric_0112,l_selecao_v1_wav/L_28A.wav,0.300305,1.916445,0.806535,n,1.117835,L_28,foco,A_EC
14,Eric_0112,l_selecao_v1_wav/L_98A.wav,0.262365,0.711155,0.38983,s,1.59419,L_98,foco,S_EC
16,Eric_0112,l_selecao_v1_wav/L_38A.wav,0.90048,1.93011,0.890925,n,1.85777,L_38,foco,S_EC
18,Eric_0112,l_selecao_v1_wav/L_57A.wav,0.18766,0.594265,0.689065,n,3.29495,L_57,foco,A_CE
21,Eric_0112,l_selecao_v1_wav/L_103A.wav,0.49418,0.69972,0.914305,n,0.58811,L_103,foco,S_CE
22,Eric_0112,l_selecao_v1_wav/L_119A.wav,0.678605,0.854515,1.102425,n,3.328085,L_119,foco,C
25,Eric_0112,l_selecao_v1_wav/L_33A.wav,0.60887,0.68493,0.95254,n,1.22278,L_33,foco,A_CE
27,Eric_0112,l_selecao_v1_wav/L_12A.wav,0.059245,0.267335,0.25293,n,0.256025,L_12,foco,E
32,Eric_0112,l_selecao_v1_wav/L_23A.wav,0.09056,0.4223,0.30533,s,0.79538,L_23,foco,C
35,Eric_0112,l_selecao_v1_wav/L_85A.wav,0.72062,2.597405,0.262745,n,0.77801,L_85,foco,S_CE
37,Eric_0112,l_selecao_v1_wav/L_1A.wav,0.43548,0.809425,0.58421,n,2.485415,L_1,foco,S_CE
42,Eric_0112,l_selecao_v1_wav/L_140A.wav,0.4907,0.611175,0.462185,n,0.67467,L_140,foco,S_EC
5,AnaCarolina_2511,l_selecao_v1_wav/L_109A.wav,0.49343,1.29709,0.52824,s,1.435105,L_109,foco,S_CE
8,AnaCarolina_2511,l_selecao_v1_wav/L_94A.wav,0.45122,0.3722,0.610565,s,7.418285,L_94,foco,A_EC
10,AnaCarolina_2511,l_selecao_v1_wav/L_49A.wav,0.9008,0.60717,0.589155,s,2.153745,L_49,foco,S_CE
12,AnaCarolina_2511,l_selecao_v1_wav/L_77A.wav,0.75131,0.55585,1.001005,s,0.710465,L_77,foco,C
13,AnaCarolina_2511,l_selecao_v1_wav/L_29A.wav,0.67559,0.811255,0.644735,s,0.88717,L_29,foco,C
14,AnaCarolina_2511,l_selecao_v1_wav/L_99A.wav,0.626455,0.29412,0.65884,n,5.89162,L_99,foco,A_CE
16,AnaCarolina_2511,l_selecao_v1_wav/L_39A.wav,0.664945,0.392805,0.388535,s,5.912725,L_39,foco,A_CE
18,AnaCarolina_2511,l_selecao_v1_wav/L_58A.wav,0.83515,0.32472,0.475775,s,4.89195,L_58,foco,A_EC
21,AnaCarolina_2511,l_selecao_v1_wav/L_104A.wav,715,0.207165,0.63282,s,1.70067,L_104,foco,S_EC
22,AnaCarolina_2511,l_selecao_v1_wav/L_120A.wav,0.657385,0.47987,0.612705,s,0.606495,L_120,foco,E
25,AnaCarolina_2511,l_selecao_v1_wav/L_34A.wav,0.58597,0.18874,0.90664,n,5.363955,L_34,foco,A_EC
27,AnaCarolina_2511,l_selecao_v1_wav/L_7A.wav,0.14361,0.062015,0.209895,s,0.592625,L_7,foco,S_CE
32,AnaCarolina_2511,l_selecao_v1_wav/L_24A.wav,0.425805,0.251925,0.364815,s,0.718215,L_24,foco,E
35,AnaCarolina_2511,l_selecao_v1_wav/L_86A.wav,0.65018,0.594605,0.25044,s,0.6229,L_86,foco,S_EC
37,AnaCarolina_2511,l_selecao_v1_wav/L_2A.wav,0.19394,0.225895,0.198025,s,0.834165,L_2,foco,S_EC
42,AnaCarolina_2511,l_selecao_v1_wav/L_141A.wav,0.60444,0.55024,0.891835,s,1.5277,L_141,foco,A_CE
5,IGOR_01.12.2020,l_selecao_v1_wav/L_112A.wav,0.509375,0.95152,1.277235,s,4.336135,L_112,foco,A_EC
8,IGOR_01.12.2020,l_selecao_v1_wav/L_91A.wav,0.56775,0.610975,1.058095,n,1.309355,L_91,foco,S_CE
10,IGOR_01.12.2020,l_selecao_v1_wav/L_52A.wav,0.929505,1.17948,0.858145,s,4.70559,L_52,foco,A_EC
12,IGOR_01.12.2020,l_selecao_v1_wav/L_74A.wav,0.519565,1.0801,0.986655,s,1.68392,L_74,foco,S_EC
13,IGOR_01.12.2020,l_selecao_v1_wav/L_26A.wav,0.52191,0.65143,0.585485,s,1.516955,L_26,foco,S_EC
14,IGOR_01.12.2020,l_selecao_v1_wav/L_102A.wav,0.98749,1.051275,0.701025,n,2.668895,L_102,foco,E
16,IGOR_01.12.2020,l_selecao_v1_wav/L_42A.wav,0.736165,0.67298,0.503525,n,2.804405,L_42,foco,E
18,IGOR_01.12.2020,l_selecao_v1_wav/L_55A.wav,0.67435,1.994085,1.528795,n,1.358095,L_55,foco,S_CE
21,IGOR_01.12.2020,l_selecao_v1_wav/L_107A.wav,0.679645,0.50034,0.85584,s,1.98448,L_107,foco,C
22,IGOR_01.12.2020,l_selecao_v1_wav/L_117A.wav,0.472585,0.53435,0.55499,n,0.73611,L_117,foco,A_CE
25,IGOR_01.12.2020,l_selecao_v1_wav/L_31A.wav,0.668045,0.628635,1.211095,n,2.94986,L_31,foco,S_CE
27,IGOR_01.12.2020,l_selecao_v1_wav/L_10A.wav,0.41051,0.39059,0.878495,s,2.153385,L_10,foco,A_EC
32,IGOR_01.12.2020,l_selecao_v1_wav/L_21A.wav,1.48118,1.818125,0.719295,n,3.286515,L_21,foco,A_CE
35,IGOR_01.12.2020,l_selecao_v1_wav/L_89A.wav,0.57307,0.591695,0.408135,s,0.883655,L_89,foco,C
37,IGOR_01.12.2020,l_selecao_v1_wav/L_5A.wav,0.867875,0.65142,0.476845,s,0.901365,L_5,foco,C
42,IGOR_01.12.2020,l_selecao_v1_wav/L_144A.wav,0.4003,0.456935,1.451395,n,2.69804,L_144,foco,E
5,Bruno_2411,l_selecao_v1_wav/L_114A.wav,0.73658,0.440435,1.39256,n,0.60626,L_114,foco,E
8,Bruno_2411,l_selecao_v1_wav/L_93A.wav,0.59135,3.4802,0.55477,n,0.87031,L_93,foco,A_CE
10,Bruno_2411,l_selecao_v1_wav/L_54A.wav,0.65565,1.470115,0.80865,n,9.78974,L_54,foco,E
12,Bruno_2411,l_selecao_v1_wav/L_76A.wav,0.442605,1.268935,1.454465,s,4.840395,L_76,foco,A_EC
13,Bruno_2411,l_selecao_v1_wav/L_28A.wav,0.537345,0.98744,1.672315,s,5.917445,L_28,foco,A_EC
14,Bruno_2411,l_selecao_v1_wav/L_98A.wav,0.89456,1.38803,0.7809,s,1.223185,L_98,foco,S_EC
16,Bruno_2411,l_selecao_v1_wav/L_38A.wav,0.89103,1.253215,0.65401,s,5.580955,L_38,foco,S_EC
18,Bruno_2411,l_selecao_v1_wav/L_57A.wav,0.8185,1.27056,0.47292,n,0.641765,L_57,foco,A_CE
21,Bruno_2411,l_selecao_v1_wav/L_103A.wav,0.61194,0.83976,0.49454,n,0.615025,L_103,foco,S_CE
22,Bruno_2411,l_selecao_v1_wav/L_119A.wav,0.333155,0.437945,1.854055,s,2.616555,L_119,foco,C
25,Bruno_2411,l_selecao_v1_wav/L_33A.wav,0.857535,0.78775,0.390905,n,2.173455,L_33,foco,A_CE
27,Bruno_2411,l_selecao_v1_wav/L_12A.wav,0.734675,0.78998,0.4221,n,0.977465,L_12,foco,E
32,Bruno_2411,l_selecao_v1_wav/L_23A.wav,0.590965,0.62762,0.654335,s,2.021635,L_23,foco,C
35,Bruno_2411,l_selecao_v1_wav/L_85A.wav,0.47722,0.689305,0.53822,n,0.48694,L_85,foco,S_CE
37,Bruno_2411,l_selecao_v1_wav/L_1A.wav,0.589455,0.96766,2.33969,n,0.942515,L_1,foco,S_CE
42,Bruno_2411,l_selecao_v1_wav/L_140A.wav,0.36315,0.45229,0.545875,s,0.78467,L_140,foco,S_EC
5,may,l_selecao_v1_wav/L_113A.wav,1.423605,1.05057,0.78302,s,1.899035,L_113,foco,C
8,may,l_selecao_v1_wav/L_92A.wav,1.136805,8.69147,0.373875,s,8.53917,L_92,foco,S_EC
10,may,l_selecao_v1_wav/L_53A.wav,1.326615,0.270995,0.36834,s,4.500645,L_53,foco,C
12,may,l_selecao_v1_wav/L_75A.wav,1.33176,2.730415,1.636235,s,3.67742,L_75,foco,A_CE
13,may,l_selecao_v1_wav/L_27A.wav,1.243055,0.614345,0.770905,n,0.56645,L_27,foco,A_CE
14,may,l_selecao_v1_wav/L_97A.wav,1.45296,1.221095,1.347005,s,3.43401,L_97,foco,S_CE
16,may,l_selecao_v1_wav/L_37A.wav,0.25634,0.65067,0.876265,n,0.53569,L_37,foco,S_CE
18,may,l_selecao_v1_wav/L_56A.wav,1.516905,0.70381,0.85813,s,8.08574,L_56,foco,S_EC
21,may,l_selecao_v1_wav/L_108A.wav,0.76763,2.07689,1.126515,n,1.39038,L_108,foco,E
22,may,l_selecao_v1_wav/L_118A.wav,0.645105,0.52506,1.017795,n,3.89313,L_118,foco,A_EC
25,may,l_selecao_v1_wav/L_32A.wav,1.720395,1.92947,1.14558,n,9.85471,L_32,foco,S_EC
27,may,l_selecao_v1_wav/L_11A.wav,0.82253,0.108255,0.41256,s,2.10193,L_11,foco,C
32,may,l_selecao_v1_wav/L_22A.wav,11.47555,2.584995,1.36248,s,0.972425,L_22,foco,A_EC
35,may,l_selecao_v1_wav/L_90A.wav,0.573705,0.50104,1.53854,n,1.0753,L_90,foco,E
37,may,l_selecao_v1_wav/L_6A.wav,0.944785,0.773595,1.038715,n,3.86954,L_6,foco,E
42,may,l_selecao_v1_wav/L_139A.wav,1.403135,1.081605,2.01274,n,5.19796,L_139,foco,S_CE
5,Arthur Jordão,l_selecao_v1_wav/L_112A.wav,0.562645,0.50343,0.802615,s,0.768865,L_112,foco,A_EC
8,Arthur Jordão,l_selecao_v1_wav/L_91A.wav,0.48998,0.716085,0.586725,s,2.41813,L_91,foco,S_CE
10,Arthur Jordão,l_selecao_v1_wav/L_52A.wav,0.58718,0.454435,0.533055,s,0.85097,L_52,foco,A_EC
12,Arthur Jordão,l_selecao_v1_wav/L_74A.wav,0.436485,0.56695,0.811235,s,1.154295,L_74,foco,S_EC
13,Arthur Jordão,l_selecao_v1_wav/L_26A.wav,0.38315,0.938905,0.383375,s,10.348165,L_26,foco,S_EC
14,Arthur Jordão,l_selecao_v1_wav/L_102A.wav,0.309025,0.450385,0.443455,n,1.00086,L_102,foco,E
16,Arthur Jordão,l_selecao_v1_wav/L_42A.wav,0.35729,0.503695,0.355415,s,0.42286,L_42,foco,E
18,Arthur Jordão,l_selecao_v1_wav/L_55A.wav,0.7723,0.566535,0.401145,s,1.27834,L_55,foco,S_CE
21,Arthur Jordão,l_selecao_v1_wav/L_107A.wav,0.320415,0.371415,0.57068,s,2.268455,L_107,foco,C
22,Arthur Jordão,l_selecao_v1_wav/L_117A.wav,0.438765,0.35113,0.33267,s,0.81928,L_117,foco,A_CE
25,Arthur Jordão,l_selecao_v1_wav/L_31A.wav,0.300595,0.525915,0.42204,s,0.659055,L_31,foco,S_CE
27,Arthur Jordão,l_selecao_v1_wav/L_10A.wav,0.416925,0.28517,0.385215,s,4.970075,L_10,foco,A_EC
32,Arthur Jordão,l_selecao_v1_wav/L_21A.wav,0.208775,0.472895,0.389645,n,3.193155,L_21,foco,A_CE
35,Arthur Jordão,l_selecao_v1_wav/L_89A.wav,0.234885,0.371555,0.34203,s,0.821635,L_89,foco,C
37,Arthur Jordão,l_selecao_v1_wav/L_5A.wav,0.7676,1.00387,0.27885,s,2.18622,L_5,foco,C
42,Arthur Jordão,l_selecao_v1_wav/L_144A.wav,0.386505,0.48481,0.338865,s,2.700175,L_144,foco,E
5,Caio_0312,l_selecao_v1_wav/L_110A.wav,1.106095,0.966685,1.233095,n,11.693225,L_110,foco,S_EC
8,Caio_0312,l_selecao_v1_wav/L_95A.wav,0.707685,0.921935,0.41971,n,2.87509,L_95,foco,C
10,Caio_0312,l_selecao_v1_wav/L_50A.wav,1.634765,0.63213,1.04827,s,6.17306,L_50,foco,S_EC
12,Caio_0312,l_selecao_v1_wav/L_78A.wav,1.35177,1.112515,1.026715,s,5.162935,L_78,foco,E
13,Caio_0312,l_selecao_v1_wav/L_30A.wav,0.34656,0.59457,0.027855,n,0.716175,L_30,foco,E
14,Caio_0312,l_selecao_v1_wav/L_100A.wav,0.330945,0.45537,0.430435,s,0.91637,L_100,foco,A_EC
16,Caio_0312,l_selecao_v1_wav/L_40A.wav,0.66134,0.864335,0.531035,n,2.159485,L_40,foco,A_EC
18,Caio_0312,l_selecao_v1_wav/L_59A.wav,1.09172,0.57036,0.070885,s,1.881545,L_59,foco,C
21,Caio_0312,l_selecao_v1_wav/L_105A.wav,1.471855,0.612725,0.958355,n,0.353285,L_105,foco,A_CE
22,Caio_0312,l_selecao_v1_wav/L_115A.wav,1.05691,0.17206,1.04961,n,0.263825,L_115,foco,S_CE
25,Caio_0312,l_selecao_v1_wav/L_35A.wav,0.321815,0.79494,0.495105,s,1.442465,L_35,foco,C
27,Caio_0312,l_selecao_v1_wav/L_8A.wav,1.486135,0.43972,0.580285,s,2.48325,L_8,foco,S_EC
32,Caio_0312,l_selecao_v1_wav/L_19A.wav,0.89897,0.855345,0.881085,n,0.32883,L_19,foco,S_CE
35,Caio_0312,l_selecao_v1_wav/L_87A.wav,1.05209,1.13737,0.492855,n,0.776565,L_87,foco,A_CE
37,Caio_0312,l_selecao_v1_wav/L_3A.wav,1.40701,0.90794,1.1892,n,1.89248,L_3,foco,A_CE
42,Caio_0312,l_selecao_v1_wav/L_142A.wav,0.797845,0.515615,0.675315,n,0.50344,L_142,foco,A_EC
5,Clayton_2811,l_selecao_v1_wav/L_114A.wav,1.73651,1.020545,1.564965,n,1.540825,L_114,foco,E
8,Clayton_2811,l_selecao_v1_wav/L_93A.wav,1.140435,5.806675,1.148415,n,6.641135,L_93,foco,A_CE
10,Clayton_2811,l_selecao_v1_wav/L_54A.wav,0.78547,0.76668,2.61385,s,2.835005,L_54,foco,E
12,Clayton_2811,l_selecao_v1_wav/L_76A.wav,1.733785,1.808505,5.19662,n,11.726315,L_76,foco,A_EC
13,Clayton_2811,l_selecao_v1_wav/L_28A.wav,0.92725,5.83578,2.84632,n,68.48671,L_28,foco,A_EC
14,Clayton_2811,l_selecao_v1_wav/L_98A.wav,1.423385,0.971135,4.047525,s,0.802825,L_98,foco,S_EC
16,Clayton_2811,l_selecao_v1_wav/L_38A.wav,0.416835,0.732305,1.13066,s,8.390975,L_38,foco,S_EC
18,Clayton_2811,l_selecao_v1_wav/L_57A.wav,0.560785,2.018935,1.12137,s,0.8054,L_57,foco,A_CE
21,Clayton_2811,l_selecao_v1_wav/L_103A.wav,0.688185,0.65498,3.41359,n,1.46477,L_103,foco,S_CE
22,Clayton_2811,l_selecao_v1_wav/L_119A.wav,1.451805,0.88809,0.689685,s,2.82141,L_119,foco,C
25,Clayton_2811,l_selecao_v1_wav/L_33A.wav,0.5565,1.37304,0.745325,n,4.26146,L_33,foco,A_CE
27,Clayton_2811,l_selecao_v1_wav/L_12A.wav,0.701675,1.50014,0.466095,n,2.33472,L_12,foco,E
32,Clayton_2811,l_selecao_v1_wav/L_23A.wav,0.59453,0.903215,0.48905,s,2.691525,L_23,foco,C
35,Clayton_2811,l_selecao_v1_wav/L_85A.wav,0.3843,0.91938,1.76769,n,0.886305,L_85,foco,S_CE
37,Clayton_2811,l_selecao_v1_wav/L_1A.wav,0.36587,0.941085,3.25626,s,0.518385,L_1,foco,S_CE
42,Clayton_2811,l_selecao_v1_wav/L_140A.wav,0.359725,0.45916,3.27812,s,0.80099,L_140,foco,S_EC
5,Leonardo_0912,l_selecao_v1_wav/L_111A.wav,1.190595,3.1942,0.649455,n,0.50603,L_111,foco,A_CE
8,Leonardo_0912,l_selecao_v1_wav/L_96A.wav,0.471005,0.417795,1.353955,n,0.545405,L_96,foco,E
10,Leonardo_0912,l_selecao_v1_wav/L_51A.wav,0.72535,1.069245,0.272885,n,0.693505,L_51,foco,A_CE
12,Leonardo_0912,l_selecao_v1_wav/L_73A.wav,0.68568,0.850425,2.74806,n,0.66944,L_73,foco,S_CE
13,Leonardo_0912,l_selecao_v1_wav/L_25A.wav,1.179225,1411,1.459905,n,0.500805,L_25,foco,S_CE
14,Leonardo_0912,l_selecao_v1_wav/L_101A.wav,0.78391,0.716295,0.45391,s,0.704785,L_101,foco,C
16,Leonardo_0912,l_selecao_v1_wav/L_41A.wav,0.816675,0.36715,0.583445,s,6.256705,L_41,foco,C
18,Leonardo_0912,l_selecao_v1_wav/L_60A.wav,1.058665,0.43405,0.16815,n,3.04739,L_60,foco,E
21,Leonardo_0912,l_selecao_v1_wav/L_106A.wav,0.883615,0.4852,0.474545,s,2.631105,L_106,foco,A_EC
22,Leonardo_0912,l_selecao_v1_wav/L_116A.wav,0.638375,0.844355,0.550285,s,3.43209,L_116,foco,S_EC
25,Leonardo_0912,l_selecao_v1_wav/L_36A.wav,0.310845,0.33984,0.53133,n,0.451875,L_36,foco,E
27,Leonardo_0912,l_selecao_v1_wav/L_9A.wav,0.529745,0.92637,0.890795,n,0.933115,L_9,foco,A_CE
32,Leonardo_0912,l_selecao_v1_wav/L_20A.wav,0.287755,0.850225,0.7,s,0.460195,L_20,foco,S_EC
35,Leonardo_0912,l_selecao_v1_wav/L_88A.wav,0.538745,0.452285,0.62189,s,1.872765,L_88,foco,A_EC
37,Leonardo_0912,l_selecao_v1_wav/L_4A.wav,0.53497,0.741105,0.943035,s,0.737875,L_4,foco,A_EC
42,Leonardo_0912,l_selecao_v1_wav/L_143A.wav,0.766505,0.4355,0.95768,s,1.06101,L_143,foco,C
5,SAMANTHA_2611,l_selecao_v1_wav/L_110A.wav,0.42181,0.455375,0.60409,s,0.829495,L_110,foco,S_EC
8,SAMANTHA_2611,l_selecao_v1_wav/L_95A.wav,0.940995,704,0.58942,s,0.99248,L_95,foco,C
10,SAMANTHA_2611,l_selecao_v1_wav/L_50A.wav,0.79165,0.355555,0.33693,s,1.177535,L_50,foco,S_EC
12,SAMANTHA_2611,l_selecao_v1_wav/L_78A.wav,1.11202,0.777995,1.378245,n,0.97639,L_78,foco,E
13,SAMANTHA_2611,l_selecao_v1_wav/L_30A.wav,0.7239,0.47291,0.88962,n,1.763305,L_30,foco,E
14,SAMANTHA_2611,l_selecao_v1_wav/L_100A.wav,0.27088,1.829585,0.73981,s,1.56183,L_100,foco,A_EC
16,SAMANTHA_2611,l_selecao_v1_wav/L_40A.wav,0.40409,1.009575,24.029715,s,2.11714,L_40,foco,A_EC
18,SAMANTHA_2611,l_selecao_v1_wav/L_59A.wav,0.43669,0.62263,0.21963,s,1.143475,L_59,foco,C
21,SAMANTHA_2611,l_selecao_v1_wav/L_105A.wav,0.37074,0.336615,0.80667,s,1.02624,L_105,foco,A_CE
22,SAMANTHA_2611,l_selecao_v1_wav/L_115A.wav,0.252755,0.427135,0.844515,s,0.723455,L_115,foco,S_CE
25,SAMANTHA_2611,l_selecao_v1_wav/L_35A.wav,0.271025,0.813965,0.36732,s,1.07497,L_35,foco,C
